idAdministradora,strCnpjAdministradora,strNomeAdministradora,idTipoAdministradora,NomeTipoAdministradora,idSegmento,strNomeSegmento,dtBase,fltTaxaAdministracao,intQuantidadeGruposAtivos,intQuantidadeGruposConstituidosMes,intQuantidadeGruposEncerradosMes,intQuantidadeCotasComercializadasMes,intQuantidadeCotasExcluidasComercializar,intQuantidadeAcumuladaCotasAtivasContempladas,intQuantidadeCotasAtivasNaoContempladas,intQuantidadeCotasAtivasContempladasMes,intQuantidadeCotasAtivasAdimplentes,intQuantidadeCotasAtivasContempladasInadimplente,intQuantidadeCotasAtivasNaoContempladasInadimplentes,intQuantidadeCotasExcluidas,intQuantidadeCotasAtivasQuitadas,intQuantidadeCotasAtivasComCreditoPendenteUtilizacao,fltReceitaOperacional,fltReceitaNaoOperacional,fltDespesaOperacional,fltDespesaAdministrativa,fltDespesaNaoOperacional,fltResultado,fltIndiceDASobreReceita,fltIndiceDOSemDASobreReceita,fltIndiceDOSobreReceita,fltIndiceResultadoSobreReceita
93,59129403,CNF CONS NAC LTDA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13526885.0,0.0,-8594953.0,-6087195.0,0.0,4931932.0,0.450007,0.185391,0.635398,0.364602
93,59129403,CNF CONS NAC LTDA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13526885.0,0.0,-8594953.0,-6087195.0,0.0,4931932.0,0.450007,0.185391,0.635398,0.364602
93,59129403,CNF CONS NAC LTDA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13526885.0,0.0,-8594953.0,-6087195.0,0.0,4931932.0,0.450007,0.185391,0.635398,0.364602
21,5349595,CNP CONSORCIO S.A. ADM CONS,3,Mar Aberto,1,IMÓVEIS,2024-06-01,18.14776,45,0,0,546,59846,31050,19697,329,44615,3165,2967,118565,10103,6870,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
151,5349595,CAIXA CONSÓRCIOS,3,Mar Aberto,1,IMÓVEIS,2024-06-01,18.14776,45,0,0,546,59846,31050,19697,329,44615,3165,2967,118565,10103,6870,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
21,5349595,CNP CONSORCIO S.A. ADM CONS,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,13.26516,1,0,0,4,123,21,134,2,118,3,34,124,7,11,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
151,5349595,CAIXA CONSÓRCIOS,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,13.26516,1,0,0,4,123,21,134,2,118,3,34,124,7,11,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
21,5349595,CNP CONSORCIO S.A. ADM CONS,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,16.003,53,0,4,210,18307,43809,10842,569,43115,9636,1900,45956,12961,7675,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
151,5349595,CAIXA CONSÓRCIOS,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,16.003,53,0,4,210,18307,43809,10842,569,43115,9636,1900,45956,12961,7675,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
21,5349595,CNP CONSORCIO S.A. ADM CONS,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
151,5349595,CAIXA CONSÓRCIOS,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
21,5349595,CNP CONSORCIO S.A. ADM CONS,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
151,5349595,CAIXA CONSÓRCIOS,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
21,5349595,CNP CONSORCIO S.A. ADM CONS,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
151,5349595,CAIXA CONSÓRCIOS,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206234976.0,450.32,-174637648.0,-125827072.0,0.0,31597778.32,0.610114,0.236674,0.846788,0.153212
50,27268770,COIMEX ADM CONS S.A.,3,Mar Aberto,1,IMÓVEIS,2024-06-01,12.32989,24,1,0,655,4916,2102,13252,69,14193,126,1035,14551,209,809,23972088.0,304.63,-48293420.0,-44532144.0,-292970.97,-24613998.34,1.857643,0.1569,2.014543,-1.026764
50,27268770,COIMEX ADM CONS S.A.,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,10.41105,1,0,0,1,7,1,18,0,17,0,2,7,0,0,23972088.0,304.63,-48293420.0,-44532144.0,-292970.97,-24613998.34,1.857643,0.1569,2.014543,-1.026764
50,27268770,COIMEX ADM CONS S.A.,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,11.26803,22,0,0,869,4493,4186,10545,201,13292,420,1019,9970,655,688,23972088.0,304.63,-48293420.0,-44532144.0,-292970.97,-24613998.34,1.857643,0.1569,2.014543,-1.026764
50,27268770,COIMEX ADM CONS S.A.,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,11.19623,6,0,0,592,1156,1993,4218,102,5563,156,492,3575,573,467,23972088.0,304.63,-48293420.0,-44532144.0,-292970.97,-24613998.34,1.857643,0.1569,2.014543,-1.026764
50,27268770,COIMEX ADM CONS S.A.,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,23972088.0,304.63,-48293420.0,-44532144.0,-292970.97,-24613998.34,1.857643,0.1569,2.014543,-1.026764
50,27268770,COIMEX ADM CONS S.A.,3,Mar Aberto,6,SERVIÇOS,2024-06-01,10.72404,3,1,0,28,369,326,214,10,443,67,30,560,115,60,23972088.0,304.63,-48293420.0,-44532144.0,-292970.97,-24613998.34,1.857643,0.1569,2.014543,-1.026764
61,44474674,COMAUTO ADM CONS LTDA.,3,Mar Aberto,1,IMÓVEIS,2024-06-01,21.86928,1,0,0,18,125,13,293,0,271,2,33,283,0,4,18645062.0,31939.94,-7044573.5,-6319658.0,0.0,11632428.44,0.338366,0.038813,0.377179,0.622821
61,44474674,COMAUTO ADM CONS LTDA.,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,8.36425,74,7,9,189,145,1404,972,101,2117,145,114,202,774,274,18645062.0,31939.94,-7044573.5,-6319658.0,0.0,11632428.44,0.338366,0.038813,0.377179,0.622821
61,44474674,COMAUTO ADM CONS LTDA.,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,14.61555,9,1,0,70,377,1081,944,11,1696,182,147,1772,373,94,18645062.0,31939.94,-7044573.5,-6319658.0,0.0,11632428.44,0.338366,0.038813,0.377179,0.622821
61,44474674,COMAUTO ADM CONS LTDA.,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,15.24545,6,1,0,43,100,1062,435,14,1263,170,64,1378,399,97,18645062.0,31939.94,-7044573.5,-6319658.0,0.0,11632428.44,0.338366,0.038813,0.377179,0.622821
61,44474674,COMAUTO ADM CONS LTDA.,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18645062.0,31939.94,-7044573.5,-6319658.0,0.0,11632428.44,0.338366,0.038813,0.377179,0.622821
61,44474674,COMAUTO ADM CONS LTDA.,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18645062.0,31939.94,-7044573.5,-6319658.0,0.0,11632428.44,0.338366,0.038813,0.377179,0.622821
145,75770164,CONBR ADM CONS S.A.,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
156,75770164,CONBR ADM CONS LTDA.,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
145,75770164,CONBR ADM CONS S.A.,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,13.17356,15,0,0,43,224,1539,1476,24,2742,114,159,1481,376,408,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
156,75770164,CONBR ADM CONS LTDA.,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,13.17356,15,0,0,43,224,1539,1476,24,2742,114,159,1481,376,408,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
145,75770164,CONBR ADM CONS S.A.,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,16.04039,3,0,0,27,45,40,319,1,312,2,45,107,2,15,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
156,75770164,CONBR ADM CONS LTDA.,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,16.04039,3,0,0,27,45,40,319,1,312,2,45,107,2,15,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
145,75770164,CONBR ADM CONS S.A.,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
156,75770164,CONBR ADM CONS LTDA.,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
145,75770164,CONBR ADM CONS S.A.,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
156,75770164,CONBR ADM CONS LTDA.,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
145,75770164,CONBR ADM CONS S.A.,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
156,75770164,CONBR ADM CONS LTDA.,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22433880.0,0.0,-14389690.0,-9046874.0,0.0,8044190.0,0.403268,0.238158,0.641427,0.358573
31,7336852,CONBRAV ADM CONS LTDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3228368.5,36900.0,-2977305.75,-2574437.25,0.0,287962.75,0.78843,0.12338,0.91181,0.08819
31,7336852,CONBRAV ADM CONS LTDA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3228368.5,36900.0,-2977305.75,-2574437.25,0.0,287962.75,0.78843,0.12338,0.91181,0.08819
31,7336852,CONBRAV ADM CONS LTDA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,17.72636,11,0,0,43,722,1176,360,13,1247,213,76,2398,605,82,3228368.5,36900.0,-2977305.75,-2574437.25,0.0,287962.75,0.78843,0.12338,0.91181,0.08819
31,7336852,CONBRAV ADM CONS LTDA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,19.259319,17,1,0,109,682,2248,1435,42,2991,431,261,4639,896,175,3228368.5,36900.0,-2977305.75,-2574437.25,0.0,287962.75,0.78843,0.12338,0.91181,0.08819
31,7336852,CONBRAV ADM CONS LTDA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3228368.5,36900.0,-2977305.75,-2574437.25,0.0,287962.75,0.78843,0.12338,0.91181,0.08819
31,7336852,CONBRAV ADM CONS LTDA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3228368.5,36900.0,-2977305.75,-2574437.25,0.0,287962.75,0.78843,0.12338,0.91181,0.08819
138,92459213,CONESUL ADM CONS LTDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220409.94,0.0,-257208.47,-202834.55,0.0,-36798.53,0.92026,0.246695,1.166955,-0.166955
138,92459213,CONESUL ADM CONS LTDA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220409.94,0.0,-257208.47,-202834.55,0.0,-36798.53,0.92026,0.246695,1.166955,-0.166955
138,92459213,CONESUL ADM CONS LTDA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,13.9316,3,0,0,0,97,317,64,4,293,37,51,282,153,44,220409.94,0.0,-257208.47,-202834.55,0.0,-36798.53,0.92026,0.246695,1.166955,-0.166955
138,92459213,CONESUL ADM CONS LTDA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220409.94,0.0,-257208.47,-202834.55,0.0,-36798.53,0.92026,0.246695,1.166955,-0.166955
138,92459213,CONESUL ADM CONS LTDA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220409.94,0.0,-257208.47,-202834.55,0.0,-36798.53,0.92026,0.246695,1.166955,-0.166955
138,92459213,CONESUL ADM CONS LTDA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220409.94,0.0,-257208.47,-202834.55,0.0,-36798.53,0.92026,0.246695,1.166955,-0.166955
60,44196293,CONSHOP ADM. CONS. LTDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,14.48877,13,0,0,5,324,2025,648,47,2292,142,239,1031,1687,128,3204976.25,188366.8,-2211743.25,-1721655.25,0.0,1181599.8,0.507363,0.144426,0.651789,0.348211
60,44196293,CONSHOP ADM. CONS. LTDA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,8.74891,1,0,0,0,29,171,0,0,165,3,0,257,164,18,3204976.25,188366.8,-2211743.25,-1721655.25,0.0,1181599.8,0.507363,0.144426,0.651789,0.348211
60,44196293,CONSHOP ADM. CONS. LTDA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,12.11275,45,1,0,19,1225,1977,1187,8,2244,260,638,1665,1283,428,3204976.25,188366.8,-2211743.25,-1721655.25,0.0,1181599.8,0.507363,0.144426,0.651789,0.348211
60,44196293,CONSHOP ADM. CONS. LTDA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,11.33101,4,0,0,0,199,258,87,0,292,19,32,406,173,82,3204976.25,188366.8,-2211743.25,-1721655.25,0.0,1181599.8,0.507363,0.144426,0.651789,0.348211
60,44196293,CONSHOP ADM. CONS. LTDA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3204976.25,188366.8,-2211743.25,-1721655.25,0.0,1181599.8,0.507363,0.144426,0.651789,0.348211
60,44196293,CONSHOP ADM. CONS. LTDA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3204976.25,188366.8,-2211743.25,-1721655.25,0.0,1181599.8,0.507363,0.144426,0.651789,0.348211
27,6044551,CONSORCIO GAZIN,3,Mar Aberto,1,IMÓVEIS,2024-06-01,21.138081,6,0,0,388,2115,681,4023,16,3775,61,868,7259,63,314,30756166.0,4879.28,-16248162.0,-13062827.0,-125454.84,14387428.44,0.424655,0.103551,0.528206,0.467716
27,6044551,CONSORCIO GAZIN,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30756166.0,4879.28,-16248162.0,-13062827.0,-125454.84,14387428.44,0.424655,0.103551,0.528206,0.467716
27,6044551,CONSORCIO GAZIN,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,14.84903,28,1,0,1143,855,15742,12248,423,24480,1557,1953,19941,4738,1648,30756166.0,4879.28,-16248162.0,-13062827.0,-125454.84,14387428.44,0.424655,0.103551,0.528206,0.467716
27,6044551,CONSORCIO GAZIN,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,19.90354,21,0,0,830,1245,10612,10452,322,17559,1300,2205,20597,2976,1357,30756166.0,4879.28,-16248162.0,-13062827.0,-125454.84,14387428.44,0.424655,0.103551,0.528206,0.467716
27,6044551,CONSORCIO GAZIN,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,13.26061,8,0,0,355,1494,2881,3750,214,5424,358,849,5053,363,827,30756166.0,4879.28,-16248162.0,-13062827.0,-125454.84,14387428.44,0.424655,0.103551,0.528206,0.467716
27,6044551,CONSORCIO GAZIN,3,Mar Aberto,6,SERVIÇOS,2024-06-01,22.210251,4,0,0,65,295,1193,700,59,1506,227,160,1443,167,191,30756166.0,4879.28,-16248162.0,-13062827.0,-125454.84,14387428.44,0.424655,0.103551,0.528206,0.467716
24,5652765,CONSORCIO NACIONAL NANUQUE,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5457662.0,427123.53,-6147805.5,-5500100.0,-950.0,-263969.97,0.93463,0.110064,1.044695,-0.044856
24,5652765,CONSORCIO NACIONAL NANUQUE,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5457662.0,427123.53,-6147805.5,-5500100.0,-950.0,-263969.97,0.93463,0.110064,1.044695,-0.044856
24,5652765,CONSORCIO NACIONAL NANUQUE,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,15.30291,5,0,0,141,55,1008,1413,22,1998,168,255,2470,277,100,5457662.0,427123.53,-6147805.5,-5500100.0,-950.0,-263969.97,0.93463,0.110064,1.044695,-0.044856
24,5652765,CONSORCIO NACIONAL NANUQUE,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,21.0156,14,0,0,99,98,5523,1215,54,5668,777,293,9200,3273,324,5457662.0,427123.53,-6147805.5,-5500100.0,-950.0,-263969.97,0.93463,0.110064,1.044695,-0.044856
24,5652765,CONSORCIO NACIONAL NANUQUE,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5457662.0,427123.53,-6147805.5,-5500100.0,-950.0,-263969.97,0.93463,0.110064,1.044695,-0.044856
24,5652765,CONSORCIO NACIONAL NANUQUE,3,Mar Aberto,6,SERVIÇOS,2024-06-01,18.950001,2,0,0,1,63,163,7,2,138,29,3,241,79,24,5457662.0,427123.53,-6147805.5,-5500100.0,-950.0,-263969.97,0.93463,0.110064,1.044695,-0.044856
111,74118381,CONSORCIO VOLVO,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91044296.0,0.0,-37710792.0,-24435552.0,0.0,53333504.0,0.268392,0.145811,0.414203,0.585797
111,74118381,CONSORCIO VOLVO,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,12.7856,31,3,0,365,58,6267,6996,136,12493,321,449,3530,1793,952,91044296.0,0.0,-37710792.0,-24435552.0,0.0,53333504.0,0.268392,0.145811,0.414203,0.585797
111,74118381,CONSORCIO VOLVO,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91044296.0,0.0,-37710792.0,-24435552.0,0.0,53333504.0,0.268392,0.145811,0.414203,0.585797
111,74118381,CONSORCIO VOLVO,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91044296.0,0.0,-37710792.0,-24435552.0,0.0,53333504.0,0.268392,0.145811,0.414203,0.585797
111,74118381,CONSORCIO VOLVO,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91044296.0,0.0,-37710792.0,-24435552.0,0.0,53333504.0,0.268392,0.145811,0.414203,0.585797
111,74118381,CONSORCIO VOLVO,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91044296.0,0.0,-37710792.0,-24435552.0,0.0,53333504.0,0.268392,0.145811,0.414203,0.585797
52,28904092,CONSÓRCIO RESERVA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,24.64427,3,0,0,159,1166,100,1255,4,958,20,377,8817,2,47,40310544.0,3874.59,-39180548.0,-33328898.0,-397584.28,736286.31,0.826724,0.14515,0.971874,0.018264
52,28904092,CONSÓRCIO RESERVA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,21.742729,4,0,0,174,2785,256,1464,8,1224,78,418,13739,8,37,40310544.0,3874.59,-39180548.0,-33328898.0,-397584.28,736286.31,0.826724,0.14515,0.971874,0.018264
52,28904092,CONSÓRCIO RESERVA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,19.03648,8,0,0,212,6715,634,1285,24,1314,202,403,28661,75,144,40310544.0,3874.59,-39180548.0,-33328898.0,-397584.28,736286.31,0.826724,0.14515,0.971874,0.018264
52,28904092,CONSÓRCIO RESERVA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,22.836571,1,0,0,180,1225,39,940,6,625,12,342,3082,2,30,40310544.0,3874.59,-39180548.0,-33328898.0,-397584.28,736286.31,0.826724,0.14515,0.971874,0.018264
52,28904092,CONSÓRCIO RESERVA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40310544.0,3874.59,-39180548.0,-33328898.0,-397584.28,736286.31,0.826724,0.14515,0.971874,0.018264
52,28904092,CONSÓRCIO RESERVA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,21.39394,1,0,0,3,594,27,105,3,69,7,56,1226,4,16,40310544.0,3874.59,-39180548.0,-33328898.0,-397584.28,736286.31,0.826724,0.14515,0.971874,0.018264
115,78199262,CONSÓRCIO TRIÂNGULO,3,Mar Aberto,1,IMÓVEIS,2024-06-01,18.385151,4,1,0,70,414,778,1299,12,1885,103,89,1642,226,123,7941817.0,44532.62,-7677925.0,-6888663.0,0.0,308424.62,0.862555,0.098826,0.961381,0.038619
115,78199262,CONSÓRCIO TRIÂNGULO,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7941817.0,44532.62,-7677925.0,-6888663.0,0.0,308424.62,0.862555,0.098826,0.961381,0.038619
115,78199262,CONSÓRCIO TRIÂNGULO,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,14.15212,14,1,1,120,193,2262,1879,48,3711,215,215,1826,774,283,7941817.0,44532.62,-7677925.0,-6888663.0,0.0,308424.62,0.862555,0.098826,0.961381,0.038619
115,78199262,CONSÓRCIO TRIÂNGULO,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,17.382521,2,0,0,6,57,674,270,10,857,45,42,460,373,56,7941817.0,44532.62,-7677925.0,-6888663.0,0.0,308424.62,0.862555,0.098826,0.961381,0.038619
115,78199262,CONSÓRCIO TRIÂNGULO,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7941817.0,44532.62,-7677925.0,-6888663.0,0.0,308424.62,0.862555,0.098826,0.961381,0.038619
115,78199262,CONSÓRCIO TRIÂNGULO,3,Mar Aberto,6,SERVIÇOS,2024-06-01,15.15215,1,0,0,5,84,121,112,5,191,26,16,146,11,23,7941817.0,44532.62,-7677925.0,-6888663.0,0.0,308424.62,0.862555,0.098826,0.961381,0.038619
92,58919903,CONVEF ADM CONS LTDA.,3,Mar Aberto,1,IMÓVEIS,2024-06-01,20.122881,5,0,0,130,186,1722,1414,13,2900,106,130,10392,725,270,17305204.0,3438959.75,-13947469.0,-6401293.5,-35388.15,6761306.6,0.308583,0.363773,0.672356,0.325938
92,58919903,CONVEF ADM CONS LTDA.,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,16.377899,0,0,0,0,96,116,56,1,146,21,5,254,46,4,17305204.0,3438959.75,-13947469.0,-6401293.5,-35388.15,6761306.6,0.308583,0.363773,0.672356,0.325938
92,58919903,CONVEF ADM CONS LTDA.,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,15.8011,12,0,0,131,1352,4813,3153,56,7107,426,433,7148,2859,367,17305204.0,3438959.75,-13947469.0,-6401293.5,-35388.15,6761306.6,0.308583,0.363773,0.672356,0.325938
92,58919903,CONVEF ADM CONS LTDA.,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,20.56778,1,0,0,0,121,388,3,0,367,21,3,520,344,3,17305204.0,3438959.75,-13947469.0,-6401293.5,-35388.15,6761306.6,0.308583,0.363773,0.672356,0.325938
92,58919903,CONVEF ADM CONS LTDA.,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17305204.0,3438959.75,-13947469.0,-6401293.5,-35388.15,6761306.6,0.308583,0.363773,0.672356,0.325938
92,58919903,CONVEF ADM CONS LTDA.,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17305204.0,3438959.75,-13947469.0,-6401293.5,-35388.15,6761306.6,0.308583,0.363773,0.672356,0.325938
100,61550836,COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,23.347191,6,1,0,326,1333,345,2026,10,1713,70,588,15028,14,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
