idAdministradora,strCnpjAdministradora,strNomeAdministradora,idTipoAdministradora,NomeTipoAdministradora,idSegmento,strNomeSegmento,dtBase,fltTaxaAdministracao,intQuantidadeGruposAtivos,intQuantidadeGruposConstituidosMes,intQuantidadeGruposEncerradosMes,intQuantidadeCotasComercializadasMes,intQuantidadeCotasExcluidasComercializar,intQuantidadeAcumuladaCotasAtivasContempladas,intQuantidadeCotasAtivasNaoContempladas,intQuantidadeCotasAtivasContempladasMes,intQuantidadeCotasAtivasAdimplentes,intQuantidadeCotasAtivasContempladasInadimplente,intQuantidadeCotasAtivasNaoContempladasInadimplentes,intQuantidadeCotasExcluidas,intQuantidadeCotasAtivasQuitadas,intQuantidadeCotasAtivasComCreditoPendenteUtilizacao,fltReceitaOperacional,fltReceitaNaoOperacional,fltDespesaOperacional,fltDespesaAdministrativa,fltDespesaNaoOperacional,fltResultado,fltIndiceDASobreReceita,fltIndiceDOSemDASobreReceita,fltIndiceDOSobreReceita,fltIndiceResultadoSobreReceita
26,6043050,BB CONSÓRCIOS,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,21.0938,51,0,1,2155,57251,216142,87948,2333,257164,30534,16392,178790,83679,34637,1634229632.0,0.0,-579722752.0,-64199080.0,0.0,1054506880.0,0.039284,0.315454,0.354738,0.645262
26,6043050,BB CONSÓRCIOS,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,25.310301,78,1,1,1775,124943,111325,74388,3322,154240,16597,14876,140624,20514,43672,1634229632.0,0.0,-579722752.0,-64199080.0,0.0,1054506880.0,0.039284,0.315454,0.354738,0.645262
26,6043050,BB CONSÓRCIOS,3,Mar Aberto,6,SERVIÇOS,2024-06-01,22.388531,8,0,3,0,6810,32154,764,261,26081,6396,441,24130,12576,6742,1634229632.0,0.0,-579722752.0,-64199080.0,0.0,1054506880.0,0.039284,0.315454,0.354738,0.645262
144,36770683,BBC ADM CONS LTDA.,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
155,36770683,BBC ADM CONS LTDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
144,36770683,BBC ADM CONS LTDA.,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
155,36770683,BBC ADM CONS LTDA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
144,36770683,BBC ADM CONS LTDA.,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
155,36770683,BBC ADM CONS LTDA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
144,36770683,BBC ADM CONS LTDA.,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
155,36770683,BBC ADM CONS LTDA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
144,36770683,BBC ADM CONS LTDA.,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
155,36770683,BBC ADM CONS LTDA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
144,36770683,BBC ADM CONS LTDA.,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
155,36770683,BBC ADM CONS LTDA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51390.55,0.0,-121327.05,-78670.53,0.0,-69936.5,1.530837,0.830046,2.360882,-1.360882
29,6181431,RCN ADM CONS LTDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,26.25297,6,0,0,86,1177,93,1360,7,986,11,456,4298,0,65,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
158,6181431,ITAÚNA CONSÓRCIO,3,Mar Aberto,1,IMÓVEIS,2024-06-01,26.25297,6,0,0,86,1177,93,1360,7,986,11,456,4298,0,65,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
174,6181431,BP,3,Mar Aberto,1,IMÓVEIS,2024-06-01,26.25297,6,0,0,86,1177,93,1360,7,986,11,456,4298,0,65,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
29,6181431,RCN ADM CONS LTDA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,26.34,1,0,0,9,312,7,144,1,48,1,102,470,0,3,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
158,6181431,ITAÚNA CONSÓRCIO,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,26.34,1,0,0,9,312,7,144,1,48,1,102,470,0,3,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
174,6181431,BP,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,26.34,1,0,0,9,312,7,144,1,48,1,102,470,0,3,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
29,6181431,RCN ADM CONS LTDA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,26.26,4,0,0,5,1550,205,712,12,464,50,403,6715,3,49,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
158,6181431,ITAÚNA CONSÓRCIO,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,26.26,4,0,0,5,1550,205,712,12,464,50,403,6715,3,49,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
174,6181431,BP,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,26.26,4,0,0,5,1550,205,712,12,464,50,403,6715,3,49,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
29,6181431,RCN ADM CONS LTDA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,40.970001,22,0,0,111,846,4002,3732,115,6696,520,518,3548,1144,623,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
158,6181431,ITAÚNA CONSÓRCIO,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,40.970001,22,0,0,111,846,4002,3732,115,6696,520,518,3548,1144,623,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
174,6181431,BP,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,40.970001,22,0,0,111,846,4002,3732,115,6696,520,518,3548,1144,623,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
29,6181431,RCN ADM CONS LTDA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
158,6181431,ITAÚNA CONSÓRCIO,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
174,6181431,BP,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
29,6181431,RCN ADM CONS LTDA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
158,6181431,ITAÚNA CONSÓRCIO,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
174,6181431,BP,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10468050.0,49725.07,-9826189.0,-8378458.0,0.0,691586.07,0.7966,0.137646,0.934246,0.065754
39,14723388,BR CONSÓRCIOS ADM. CONS. LTDA.,3,Mar Aberto,1,IMÓVEIS,2024-06-01,19.244459,35,4,0,933,1650,8032,14293,140,20354,524,1447,28179,2451,2367,44304716.0,0.0,-26136076.0,-21909994.0,-56143.42,18112496.58,0.49453,0.095387,0.589916,0.408816
39,14723388,BR CONSÓRCIOS ADM. CONS. LTDA.,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44304716.0,0.0,-26136076.0,-21909994.0,-56143.42,18112496.58,0.49453,0.095387,0.589916,0.408816
39,14723388,BR CONSÓRCIOS ADM. CONS. LTDA.,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,15.35795,46,1,2,851,1325,19932,15965,544,32373,1656,1868,21848,6377,2314,44304716.0,0.0,-26136076.0,-21909994.0,-56143.42,18112496.58,0.49453,0.095387,0.589916,0.408816
39,14723388,BR CONSÓRCIOS ADM. CONS. LTDA.,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,16.89287,13,0,1,207,270,3306,2784,143,5342,287,461,3251,1001,561,44304716.0,0.0,-26136076.0,-21909994.0,-56143.42,18112496.58,0.49453,0.095387,0.589916,0.408816
39,14723388,BR CONSÓRCIOS ADM. CONS. LTDA.,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,7.18761,51,3,0,445,763,6629,2620,346,8482,762,5,850,5083,1168,44304716.0,0.0,-26136076.0,-21909994.0,-56143.42,18112496.58,0.49453,0.095387,0.589916,0.408816
39,14723388,BR CONSÓRCIOS ADM. CONS. LTDA.,3,Mar Aberto,6,SERVIÇOS,2024-06-01,19.612249,7,1,1,56,99,759,551,41,1087,123,100,640,193,139,44304716.0,0.0,-26136076.0,-21909994.0,-56143.42,18112496.58,0.49453,0.095387,0.589916,0.408816
109,73235962,BREITKOPF ADM CONS LTDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,23.217369,2,0,0,28,134,56,940,3,861,2,133,506,0,22,9379923.0,29534.05,-6644080.5,-5595069.0,-9866.2,2755510.35,0.594622,0.111485,0.706107,0.292845
109,73235962,BREITKOPF ADM CONS LTDA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,11.30102,2,0,0,10,21,330,355,9,634,35,16,256,43,71,9379923.0,29534.05,-6644080.5,-5595069.0,-9866.2,2755510.35,0.594622,0.111485,0.706107,0.292845
109,73235962,BREITKOPF ADM CONS LTDA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,13.45242,26,2,0,153,133,1571,1260,45,2561,165,105,1023,721,221,9379923.0,29534.05,-6644080.5,-5595069.0,-9866.2,2755510.35,0.594622,0.111485,0.706107,0.292845
109,73235962,BREITKOPF ADM CONS LTDA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,15.46752,7,0,0,17,33,820,424,19,1114,69,61,754,416,120,9379923.0,29534.05,-6644080.5,-5595069.0,-9866.2,2755510.35,0.594622,0.111485,0.706107,0.292845
109,73235962,BREITKOPF ADM CONS LTDA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9379923.0,29534.05,-6644080.5,-5595069.0,-9866.2,2755510.35,0.594622,0.111485,0.706107,0.292845
109,73235962,BREITKOPF ADM CONS LTDA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9379923.0,29534.05,-6644080.5,-5595069.0,-9866.2,2755510.35,0.594622,0.111485,0.706107,0.292845
10,3762395,BRENNER ADM CONS LTDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703261.25,11196.0,-714094.06,-531794.5,-5259.47,995103.72,0.310182,0.106331,0.416513,0.580419
10,3762395,BRENNER ADM CONS LTDA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703261.25,11196.0,-714094.06,-531794.5,-5259.47,995103.72,0.310182,0.106331,0.416513,0.580419
10,3762395,BRENNER ADM CONS LTDA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703261.25,11196.0,-714094.06,-531794.5,-5259.47,995103.72,0.310182,0.106331,0.416513,0.580419
10,3762395,BRENNER ADM CONS LTDA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,16.084129,39,2,0,107,586,2392,1477,70,3632,112,125,2291,816,152,1703261.25,11196.0,-714094.06,-531794.5,-5259.47,995103.72,0.310182,0.106331,0.416513,0.580419
10,3762395,BRENNER ADM CONS LTDA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703261.25,11196.0,-714094.06,-531794.5,-5259.47,995103.72,0.310182,0.106331,0.416513,0.580419
10,3762395,BRENNER ADM CONS LTDA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703261.25,11196.0,-714094.06,-531794.5,-5259.47,995103.72,0.310182,0.106331,0.416513,0.580419
28,6046109,BRISA ADM CONSÓRCIOS,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002031.0,0.0,-3792966.75,-3202703.25,0.0,209064.25,0.800269,0.147491,0.94776,0.05224
28,6046109,BRISA ADM CONSÓRCIOS,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,13.2577,7,1,0,326,66,175,1827,18,1731,18,253,315,1,94,4002031.0,0.0,-3792966.75,-3202703.25,0.0,209064.25,0.800269,0.147491,0.94776,0.05224
28,6046109,BRISA ADM CONSÓRCIOS,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002031.0,0.0,-3792966.75,-3202703.25,0.0,209064.25,0.800269,0.147491,0.94776,0.05224
28,6046109,BRISA ADM CONSÓRCIOS,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002031.0,0.0,-3792966.75,-3202703.25,0.0,209064.25,0.800269,0.147491,0.94776,0.05224
28,6046109,BRISA ADM CONSÓRCIOS,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002031.0,0.0,-3792966.75,-3202703.25,0.0,209064.25,0.800269,0.147491,0.94776,0.05224
28,6046109,BRISA ADM CONSÓRCIOS,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002031.0,0.0,-3792966.75,-3202703.25,0.0,209064.25,0.800269,0.147491,0.94776,0.05224
66,45713971,BRQUALY ADM CONS LTDA.,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14806722.0,0.0,-9000240.0,-6522049.5,0.0,5806482.0,0.440479,0.167369,0.607848,0.392152
66,45713971,BRQUALY ADM CONS LTDA.,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,12.56016,7,0,0,0,19,1875,206,3,1913,150,18,872,1316,503,14806722.0,0.0,-9000240.0,-6522049.5,0.0,5806482.0,0.440479,0.167369,0.607848,0.392152
66,45713971,BRQUALY ADM CONS LTDA.,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14806722.0,0.0,-9000240.0,-6522049.5,0.0,5806482.0,0.440479,0.167369,0.607848,0.392152
66,45713971,BRQUALY ADM CONS LTDA.,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14806722.0,0.0,-9000240.0,-6522049.5,0.0,5806482.0,0.440479,0.167369,0.607848,0.392152
66,45713971,BRQUALY ADM CONS LTDA.,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14806722.0,0.0,-9000240.0,-6522049.5,0.0,5806482.0,0.440479,0.167369,0.607848,0.392152
66,45713971,BRQUALY ADM CONS LTDA.,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14806722.0,0.0,-9000240.0,-6522049.5,0.0,5806482.0,0.440479,0.167369,0.607848,0.392152
107,72461643,CAMVEL ADM. CONS. LTDA.,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107946.62,3092440.0,-1306389.88,-1134574.25,0.0,2893996.75,0.270112,0.040905,0.311017,0.688983
107,72461643,CAMVEL ADM. CONS. LTDA.,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107946.62,3092440.0,-1306389.88,-1134574.25,0.0,2893996.75,0.270112,0.040905,0.311017,0.688983
107,72461643,CAMVEL ADM. CONS. LTDA.,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,15.0,7,0,0,31,475,639,552,10,1020,46,125,861,343,54,1107946.62,3092440.0,-1306389.88,-1134574.25,0.0,2893996.75,0.270112,0.040905,0.311017,0.688983
107,72461643,CAMVEL ADM. CONS. LTDA.,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,17.0,4,0,0,14,252,246,370,4,483,38,95,393,76,24,1107946.62,3092440.0,-1306389.88,-1134574.25,0.0,2893996.75,0.270112,0.040905,0.311017,0.688983
107,72461643,CAMVEL ADM. CONS. LTDA.,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107946.62,3092440.0,-1306389.88,-1134574.25,0.0,2893996.75,0.270112,0.040905,0.311017,0.688983
107,72461643,CAMVEL ADM. CONS. LTDA.,3,Mar Aberto,6,SERVIÇOS,2024-06-01,17.0,3,0,0,7,253,277,155,4,335,62,35,331,79,33,1107946.62,3092440.0,-1306389.88,-1134574.25,0.0,2893996.75,0.270112,0.040905,0.311017,0.688983
142,95783262,CARLESSI ADM CONS LTDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357102.5,47314.77,-3266992.0,-2866324.0,0.0,137425.27,0.841943,0.117691,0.959633,0.040367
142,95783262,CARLESSI ADM CONS LTDA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357102.5,47314.77,-3266992.0,-2866324.0,0.0,137425.27,0.841943,0.117691,0.959633,0.040367
142,95783262,CARLESSI ADM CONS LTDA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,15.09442,7,0,0,24,359,934,728,21,1426,119,117,1072,356,155,3357102.5,47314.77,-3266992.0,-2866324.0,0.0,137425.27,0.841943,0.117691,0.959633,0.040367
142,95783262,CARLESSI ADM CONS LTDA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,17.20013,4,1,0,51,70,337,445,11,682,47,53,453,36,90,3357102.5,47314.77,-3266992.0,-2866324.0,0.0,137425.27,0.841943,0.117691,0.959633,0.040367
142,95783262,CARLESSI ADM CONS LTDA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,20.253321,8,0,0,42,313,1026,1232,27,1877,208,173,1516,142,537,3357102.5,47314.77,-3266992.0,-2866324.0,0.0,137425.27,0.841943,0.117691,0.959633,0.040367
142,95783262,CARLESSI ADM CONS LTDA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357102.5,47314.77,-3266992.0,-2866324.0,0.0,137425.27,0.841943,0.117691,0.959633,0.040367
2,266031,CICAL ADM DE CONS LTDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401574.5,32677.62,-1346106.38,-1124142.25,0.0,88145.74,0.783783,0.154759,0.938542,0.061458
2,266031,CICAL ADM DE CONS LTDA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401574.5,32677.62,-1346106.38,-1124142.25,0.0,88145.74,0.783783,0.154759,0.938542,0.061458
2,266031,CICAL ADM DE CONS LTDA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,15.4814,6,0,0,37,185,371,568,11,781,49,109,733,48,44,1401574.5,32677.62,-1346106.38,-1124142.25,0.0,88145.74,0.783783,0.154759,0.938542,0.061458
2,266031,CICAL ADM DE CONS LTDA,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,15.67,6,0,0,4,210,578,166,9,601,80,63,894,269,59,1401574.5,32677.62,-1346106.38,-1124142.25,0.0,88145.74,0.783783,0.154759,0.938542,0.061458
2,266031,CICAL ADM DE CONS LTDA,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401574.5,32677.62,-1346106.38,-1124142.25,0.0,88145.74,0.783783,0.154759,0.938542,0.061458
2,266031,CICAL ADM DE CONS LTDA,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401574.5,32677.62,-1346106.38,-1124142.25,0.0,88145.74,0.783783,0.154759,0.938542,0.061458
37,13170428,CIMAVEL ADM CONS,3,Mar Aberto,1,IMÓVEIS,2024-06-01,20.0,1,0,0,2,228,115,57,1,150,16,6,1221,52,37,2356298.25,165000.0,-1664105.25,-1342692.88,-160433.91,696759.09,0.53254,0.127479,0.660019,0.276349
37,13170428,CIMAVEL ADM CONS,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2356298.25,165000.0,-1664105.25,-1342692.88,-160433.91,696759.09,0.53254,0.127479,0.660019,0.276349
37,13170428,CIMAVEL ADM CONS,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,15.97055,9,0,0,51,906,1570,909,19,2291,106,82,4149,843,147,2356298.25,165000.0,-1664105.25,-1342692.88,-160433.91,696759.09,0.53254,0.127479,0.660019,0.276349
37,13170428,CIMAVEL ADM CONS,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2356298.25,165000.0,-1664105.25,-1342692.88,-160433.91,696759.09,0.53254,0.127479,0.660019,0.276349
37,13170428,CIMAVEL ADM CONS,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2356298.25,165000.0,-1664105.25,-1342692.88,-160433.91,696759.09,0.53254,0.127479,0.660019,0.276349
37,13170428,CIMAVEL ADM CONS,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2356298.25,165000.0,-1664105.25,-1342692.88,-160433.91,696759.09,0.53254,0.127479,0.660019,0.276349
56,33868654,CLUBE NAVAL,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,33868654,CLUBE NAVAL,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,33868654,CLUBE NAVAL,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,6.9,8,0,0,0,10,598,335,12,917,11,5,10,315,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,33868654,CLUBE NAVAL,3,Mar Aberto,4,MOTOCICLETAS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,33868654,CLUBE NAVAL,3,Mar Aberto,5,ELETRODOMÉSTICOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,33868654,CLUBE NAVAL,3,Mar Aberto,6,SERVIÇOS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,59129403,CNF CONS NAC LTDA,3,Mar Aberto,1,IMÓVEIS,2024-06-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13526885.0,0.0,-8594953.0,-6087195.0,0.0,4931932.0,0.450007,0.185391,0.635398,0.364602
93,59129403,CNF CONS NAC LTDA,3,Mar Aberto,2,VEÍCULOS PESADOS,2024-06-01,13.84894,0,0,0,0,0,80,14,1,88,5,1,85,54,29,13526885.0,0.0,-8594953.0,-6087195.0,0.0,4931932.0,0.450007,0.185391,0.635398,0.364602
93,59129403,CNF CONS NAC LTDA,3,Mar Aberto,3,VEÍCULOS LEVES,2024-06-01,16.3841,17,0,0,27,364,4691,1557,22,5420,570,258,7547,2016,1167,13526885.0,0.0,-8594953.0,-6087195.0,0.0,4931932.0,0.450007,0.185391,0.635398,0.364602
